kind,group,title,kicker,description,completeUrl,type,summary,url,linkLabel,sourcePage,sourceSection,sourceOrder,sourceKind
item,Alumni Research Fellows,"Dr. Sameer Alam, Senior Research Associate, Air Traffic Management, 5-Feruary-2007 to 2-December-2012. Works for NTU.",,,,Alumni Research Fellows,,,,Team,Alumni Research Fellows,120,list
item,Alumni Research Fellows,"Dr. Vinh Quang Bui, Research Associate, Computational Storytelling, 15-September-2008 to 18-February-2012. Works for CQU.",,,,Alumni Research Fellows,,,,Team,Alumni Research Fellows,121,list
item,Alumni Research Fellows,"Mr. Fan Qi, Software Developer, Computational Modelling, 15-February-2005 to 18-February-2012. Works for Australian Government.",,,,Alumni Research Fellows,,,,Team,Alumni Research Fellows,122,list
item,Alumni Research Fellows,"Dr. Kamran Shafi, Senior Research Associate, Defence Logistics 14-July-2008 to 14-January-2012. Works for Teradata.",,,,Alumni Research Fellows,,,,Team,Alumni Research Fellows,123,list
item,Alumni Research Fellows,"Ms. Irina Coleman, Research Associate, Psychology, 15-March-2011 to 16-September-2011.",,,,Alumni Research Fellows,,,,Team,Alumni Research Fellows,124,list
item,Alumni Research Fellows,"Prof. Jing Lui, Research Associate, Networks and Complexity, 13-July-2009 to 12-July-2011. Works for Xidian University.",,,,Alumni Research Fellows,,,,Team,Alumni Research Fellows,125,list
item,Alumni Research Fellows,"Dr. Weicai Zhong, Research Associate, Game Theory, 20-July-2009 to 17-December-2010. Works for Huawei Technologies.",,,,Alumni Research Fellows,,,,Team,Alumni Research Fellows,126,list
item,Alumni Research Fellows,"Mr. Ahmed Darwish, Software Developer, Computational Modelling, 16-February-2009 to 17-December-2010.",,,,Alumni Research Fellows,,,,Team,Alumni Research Fellows,127,list
item,Alumni Research Fellows,"Dr. Antony Iorio, Research Associate, Risk Attitude of Strategic Decision Makers, 2-March-2009 to 1-June-2010. Founder, Paradyn Systems Pty Ltd.",,,,Alumni Research Fellows,,,,Team,Alumni Research Fellows,128,list
item,Alumni Research Fellows,"Dr. James Whiteacre, Research Associate, Complex Systems and Defence Logistics, 27-August-2007 to 26-August-2009. Founder, Paradyn Systems Pty Ltd.",,,,Alumni Research Fellows,,,,Team,Alumni Research Fellows,129,list
item,Alumni Research Fellows,"Dr. Lam Bui, Research Associate, Evolutionary Risk Management, July-2007 to 15-August-2009. Works for Le Quy Don Technical University.",,,,Alumni Research Fellows,,,,Team,Alumni Research Fellows,130,list
item,Alumni Research Fellows,"Dr. Minh Ha Nguyen, Research Associate, Complex Systems for Air Traffic Management, 7-August-2006 to 31-December-2007. Works for Australian Government.",,,,Alumni Research Fellows,,,,Team,Alumni Research Fellows,131,list
item,Alumni Research Fellows,"Dr. Ang Yang, Research Associate, Defence and Security Risk Assessment, 30-June-2006 to 31-January-2007. Works for CSIRO.",,,,Alumni Research Fellows,,,,Team,Alumni Research Fellows,132,list
item,Alumni Research Fellows,"Mr. Paul McCarthy, Software Developer, Computational Modelling, 10-July-2006 to 12-January-2007.",,,,Alumni Research Fellows,,,,Team,Alumni Research Fellows,133,list
item,Alumni Research Fellows,"Dr. Yubin Yang, Research Associate, Network Mining, 25-October-2005 to 24-October-2006.",,,,Alumni Research Fellows,,,,Team,Alumni Research Fellows,134,list
item,Alumni Research Fellows,"Dr. Yin Shan, Research Associate, Defence Logistics, 7-February-2005 to 6-February-2006. Works for Australian Government.",,,,Alumni Research Fellows,,,,Team,Alumni Research Fellows,135,list
featured,,FT Ph.D. S1/2020- Daniel Baxter Explainable and Transparent Machine Cognition: Real-time Reasoning with Force Vectors for Autonomous UAV Swarm Shepherding. Principal Supervisor with Keith joiner Joint Supervisor,,,,Current Research Students,,,,Team,Current Research Students,11,list
featured,,"PT M.Phil. S3/2019 - Shajoti Amin. The Pedagogy of Cyber Threats using Human-Swarm Shepherding. Principal Supervisor with Heba Elfiqi, Joint, and Eleni Petraki, Co-supervisor",,,,Current Research Students,,,,Team,Current Research Students,12,list
featured,,PT Ph.D. S1/2018- Kate Yaxley Shepherding. Principal Supervisor with Keith joiner Joint Supervisor and Irina Antipov and Ian Grivell co-supervisors,,,,Current Research Students,,,,Team,Current Research Students,13,list
